20
889 1664
658 802 534
127 58 487
4 786 730
745 785 121
232 642 837
312 709 81
742 60 955
331 60 810
469 367 180
760 18 795
437 590 331
638 405 796
161 503 45
401 50 514
501 522 84
135 504 921
572 812 609
806 17 646
304 564 570
616 263 900
275 745 750
274 830 117
683 335 922
148 97 537
743 153 506
320 705 32
40 440 74
529 110 419
121 685 798
635 167 757
18 151 846
172 364 113
533 227 775
64 27 113
205 69 769
559 327 538
812 300 413
511 26 946
523 235 862
79 253 941
545 786 543
554 188 727
171 297 187
94 765 640
291 798 931
502 387 710
265 111 611
18 35 691
11 598 382
209 493 993
356 568 905
6 209 339
273 346 80
239 710 805
826 304 470
516 397 322
397 554 15
571 313 751
606 797 772
760 810 101
391 95 273
729 793 300
89 461 799
236 408 486
356 331 269
630 505 25
513 739 612
745 306 252
711 416 595
156 164 801
387 459 487
798 663 106
796 117 144
551 450 716
575 380 937
490 752 3
145 429 225
783 427 197
702 602 497
584 613 187
463 604 566
317 91 729
275 469 146
178 17 321
650 7 528
247 682 598
330 335 237
295 55 421
24 119 396
148 265 929
467 193 237
6 111 756
58 120 147
826 74 302
56 94 298
670 616 583
512 30 160
486 391 112
422 463 284
622 532 401
724 425 293
732 644 112
478 257 65
804 297 410
767 156 305
28 516 829
559 672 58
172 366 970
16 821 574
538 815 287
598 367 600
315 581 556
10 76 397
15 95 181
146 591 554
631 490 245
509 450 243
53 22 761
163 14 807
464 186 182
98 480 38
410 612 881
271 444 507
144 362 263
243 589 272
134 640 912
688 497 180
686 40 319
198 53 90
696 804 456
685 124 348
7 659 922
136 330 923
485 91 44
627 249 38
494 236 187
474 293 166
510 509 971
638 367 651
534 129 100
232 34 866
40 391 439
52 610 184
568 390 168
306 1 679
816 170 405
156 385 169
12 557 615
91 229 606
614 118 231
636 154 495
323 109 543
795 198 812
519 825 845
489 568 118
349 250 946
717 561 6
566 468 415
749 596 319
374 247 458
188 52 765
15 294 836
693 78 10
361 707 342
407 332 433
726 217 26
423 690 88
564 736 603
605 89 200
539 363 446
553 276 990
591 674 102
818 532 261
742 405 111
595 423 247
294 8 908
277 497 545
191 423 769
68 6 345
427 376 383
614 519 409
761 508 574
294 618 746
267 399 678
828 595 221
100 792 593
215 14 691
36 249 196
351 772 747
791 523 230
301 764 639
236 809 425
600 825 494
562 328 359
751 66 794
519 646 422
503 306 751
677 44 759
291 687 793
376 448 996
376 218 75
253 680 90
436 104 833
791 556 257
261 411 424
812 543 315
232 557 468
276 96 508
380 301 493
273 133 612
682 12 531
366 664 376
365 744 72
313 566 156
322 724 48
99 256 817
677 51 411
806 340 362
657 494 120
142 269 77
285 818 84
247 775 320
191 319 456
693 703 163
92 294 866
447 423 480
103 172 601
470 167 955
266 813 930
747 815 556
70 44 370
40 617 621
183 782 212
24 437 605
806 519 562
437 495 51
748 476 466
29 306 620
371 281 496
774 305 199
611 466 716
155 438 738
142 600 426
558 697 697
378 214 681
792 355 30
468 152 645
550 534 712
522 92 199
807 611 822
537 812 227
204 435 53
585 601 254
752 62 803
159 599 412
724 378 854
71 633 33
285 512 798
528 774 39
229 326 888
617 166 678
423 788 187
436 543 539
165 567 641
72 781 255
465 667 421
115 674 145
170 68 731
659 114 115
535 493 883
733 20 357
535 203 499
699 743 131
58 255 857
690 478 775
481 98 796
607 77 141
697 752 580
523 329 253
825 473 279
204 44 787
761 638 297
653 499 522
274 518 297
329 651 825
225 590 257
413 314 631
364 710 441
751 791 285
84 225 327
616 697 638
255 529 711
63 548 648
762 743 271
229 435 954
573 399 156
790 483 128
632 547 253
47 720 898
626 492 540
149 517 346
243 102 687
143 726 692
777 680 885
625 120 676
1 145 640
39 264 119
256 323 162
640 617 183
737 73 637
798 659 374
164 198 585
264 718 282
782 259 292
485 385 313
709 3 453
105 2 139
590 602 759
152 457 806
644 503 488
815 265 840
528 614 164
408 588 460
531 112 910
553 366 297
513 363 846
271 570 481
467 325 533
811 456 342
206 213 299
516 294 229
92 755 185
511 491 998
530 388 14
495 677 890
77 65 292
24 56 521
502 769 521
167 199 399
220 645 232
125 75 781
394 665 600
509 175 135
399 339 712
428 337 726
307 612 309
265 783 575
19 121 117
162 331 669
314 375 846
644 535 733
752 48 234
421 22 448
343 760 525
514 51 1
345 525 445
553 604 688
731 726 762
131 654 798
472 118 418
78 474 18
553 684 820
138 664 601
529 195 117
693 359 435
452 531 5
765 654 302
684 34 514
372 368 424
184 446 321
171 557 928
828 304 218
547 511 565
56 139 357
37 151 962
21 609 127
744 689 680
499 467 878
562 671 53
463 492 122
246 777 907
383 119 360
814 224 747
623 688 379
421 170 1
554 804 5
689 406 622
202 379 60
805 342 346
23 569 66
101 136 22
179 400 591
670 148 864
544 808 35
763 537 485
106 407 884
219 395 842
138 637 83
521 34 151
598 650 467
706 265 293
791 99 201
581 468 89
103 282 815
547 766 22
796 328 929
315 656 174
669 48 645
55 526 994
390 239 762
193 254 525
669 364 456
558 594 50
284 800 338
44 17 139
551 599 296
299 547 577
436 471 832
320 131 586
301 166 847
90 464 993
519 326 408
99 484 778
110 281 438
104 495 381
608 364 149
351 213 502
720 743 514
24 578 375
420 426 741
305 760 630
117 338 793
431 771 386
690 513 996
589 6 647
268 675 488
422 718 602
792 598 336
63 259 276
393 309 330
19 440 965
532 289 684
76 518 343
204 105 702
39 742 768
820 549 817
270 155 750
266 337 748
120 603 248
343 649 633
144 281 498
281 592 837
572 191 686
260 743 426
783 191 359
101 121 339
657 723 138
372 91 378
303 174 447
313 764 588
168 457 145
438 694 300
823 510 220
359 397 288
560 471 691
778 727 692
278 720 846
341 432 154
242 519 757
116 689 399
364 796 831
359 416 587
162 588 800
729 558 939
141 442 379
487 591 437
158 12 239
163 441 245
793 528 846
177 437 620
512 696 230
538 730 740
405 215 458
274 681 924
312 659 317
94 331 165
609 339 821
447 352 213
106 38 789
415 185 500
348 15 870
637 54 835
579 71 2
293 699 654
62 238 111
55 550 420
268 35 274
331 596 186
568 400 751
513 716 565
8 3 42
328 202 813
248 110 969
714 266 696
584 311 855
431 633 430
605 372 20
773 735 136
95 404 826
62 72 390
95 14 588
679 291 682
816 122 484
11 384 82
57 328 599
241 679 124
384 323 500
824 629 759
226 227 947
46 409 862
756 241 849
539 112 555
475 773 417
198 287 409
113 700 795
803 496 858
380 134 855
641 251 679
611 191 486
244 625 635
205 681 903
471 789 100
192 204 37
746 662 270
669 223 445
123 86 117
17 390 251
52 463 988
825 763 332
594 221 304
672 758 151
390 180 660
512 327 969
494 283 461
136 34 157
46 782 550
608 122 362
373 180 672
706 388 158
252 464 245
254 276 591
503 734 76
484 307 138
596 482 407
281 756 252
136 83 478
243 551 394
543 317 499
296 660 264
705 159 745
785 467 473
87 114 197
663 345 332
730 521 142
223 422 504
322 733 985
566 324 666
207 439 516
129 649 226
542 360 104
84 243 374
272 470 739
294 642 146
124 82 567
563 162 470
781 650 382
131 158 866
529 465 809
96 35 406
726 553 164
190 367 903
320 443 44
581 438 813
165 345 383
25 599 659
323 426 884
139 784 642
431 633 611
667 81 369
547 387 819
661 643 915
328 383 969
770 754 440
708 167 615
39 184 325
179 410 866
655 156 723
70 775 59
167 646 694
785 606 329
664 132 221
404 155 432
361 480 555
15 285 304
471 91 761
682 640 11
655 360 731
74 510 635
132 281 781
45 86 814
724 628 351
658 685 556
371 653 446
704 812 911
770 787 749
383 676 149
628 407 174
107 478 955
356 11 679
794 306 515
776 121 758
645 661 571
623 470 964
485 668 327
765 408 793
768 32 334
630 351 114
573 16 334
226 593 537
336 486 312
286 734 906
523 126 128
48 73 888
574 817 116
274 421 350
715 826 103
399 559 175
52 545 699
435 118 927
264 735 245
612 289 995
701 807 683
804 767 982
776 305 194
321 581 596
491 721 128
173 384 989
171 209 312
791 766 388
361 256 773
677 495 579
318 589 860
439 311 905
297 242 552
796 723 1000
25 813 361
452 218 292
247 623 658
803 460 758
706 31 872
263 708 595
807 466 215
299 107 630
509 106 693
207 469 888
284 94 731
804 348 628
677 340 735
779 16 709
827 582 629
341 746 314
380 398 961
34 479 959
357 92 210
151 462 694
637 601 876
73 140 125
652 802 354
443 355 998
555 265 260
347 140 341
756 200 541
581 31 508
735 433 241
4 382 633
589 119 371
152 713 398
279 818 790
586 362 519
169 826 48
686 642 203
829 97 655
187 314 172
281 152 118
259 74 832
607 174 40
141 594 703
107 797 866
293 224 963
74 99 599
537 738 712
9 182 768
554 229 293
745 602 525
301 774 491
7 451 732
72 704 498
249 630 736
328 65 722
229 143 187
272 564 385
627 573 666
752 591 326
804 627 664
283 681 819
752 612 440
133 560 752
360 233 53
314 675 100
423 50 768
589 721 423
110 456 729
181 437 395
314 776 187
358 371 976
184 770 456
183 813 273
260 551 46
214 412 70
461 507 489
3 365 602
205 496 631
34 813 101
553 828 98
204 370 860
380 622 55
191 481 337
423 452 167
391 257 145
696 100 962
769 349 158
538 503 28
721 205 559
189 706 876
250 693 974
287 178 73
471 357 449
746 824 764
540 519 157
551 424 397
74 638 10
348 315 868
217 703 455
185 165 559
603 694 831
446 806 941
381 456 179
293 450 824
119 125 652
146 707 515
615 409 917
186 50 200
777 791 298
508 236 739
637 319 141
546 255 508
591 270 475
619 524 875
258 183 661
299 20 616
250 492 762
502 263 461
559 470 175
359 581 89
92 539 137
365 652 836
747 184 385
269 506 642
465 682 653
650 250 287
805 506 981
256 153 576
244 97 7
288 730 17
331 777 119
152 239 30
218 829 395
668 684 745
517 292 905
151 765 197
444 501 926
727 402 195
790 179 520
89 218 443
690 592 58
338 5 436
412 606 866
795 317 647
53 689 101
159 460 603
137 708 711
157 342 416
758 176 29
107 330 912
117 359 588
632 441 883
712 442 33
200 222 580
199 559 255
110 494 531
87 206 290
377 185 699
92 635 783
143 170 222
564 72 780
1 250 765
236 401 520
421 445 859
27 710 370
409 508 660
228 742 873
790 184 396
170 376 697
297 517 626
761 413 291
645 533 379
57 629 923
409 484 58
288 164 834
271 518 899
238 213 208
795 563 858
153 442 295
203 393 537
173 688 412
202 231 391
559 149 64
713 632 744
249 132 833
485 545 100
196 680 356
183 84 906
814 235 328
767 333 219
165 68 238
177 342 870
365 579 131
536 290 871
825 9 752
789 719 224
345 789 207
32 522 361
49 549 399
247 4 77
743 2 2
683 667 952
19 203 803
701 362 732
486 616 119
802 189 642
794 225 98
617 39 530
544 31 428
417 599 458
531 19 202
665 682 232
227 190 580
4 227 226
799 100 690
758 496 608
198 595 47
475 442 557
318 198 673
535 728 916
143 618 730
106 567 30
814 782 701
272 580 763
531 128 855
268 543 296
219 403 991
54 405 156
689 420 871
72 152 985
487 533 132
632 509 3
475 460 566
647 135 793
362 720 491
535 456 983
382 218 51
325 611 429
7 755 33
443 149 760
443 464 162
532 34 500
587 351 673
507 529 517
50 775 918
214 423 351
281 426 34
31 359 297
101 552 113
582 674 494
218 477 829
306 270 977
302 184 870
452 109 906
305 358 409
219 285 256
809 751 555
261 430 191
556 701 478
514 433 201
496 790 990
435 644 188
48 628 319
20 86 806
305 293 945
733 643 273
310 543 360
253 110 682
547 584 340
464 75 895
25 680 312
32 191 479
714 295 592
59 76 522
649 766 287
453 317 131
334 353 461
54 264 71
712 56 570
26 415 332
367 764 468
348 337 913
93 17 262
443 263 451
486 459 323
49 521 487
790 311 410
451 450 904
70 743 956
481 752 629
746 38 41
192 364 648
426 830 736
346 119 755
79 692 650
576 500 223
703 104 885
105 806 468
442 364 254
174 701 859
408 582 153
246 267 24
506 148 155
31 553 730
457 461 98
777 801 405
721 765 299
612 370 397
344 181 482
712 240 27
260 404 383
799 325 929
748 205 21
819 102 711
814 529 744
342 243 622
95 272 233
425 397 623
499 150 278
585 771 773
456 564 802
75 241 671
653 185 814
319 124 952
31 505 945
366 405 827
735 314 78
679 567 428
303 65 21
464 291 636
645 127 407
34 3 783
432 680 208
268 564 124
251 203 200
325 410 268
171 725 156
648 487 639
711 33 209
339 596 603
12 671 388
129 52 985
323 387 868
560 361 271
515 96 245
514 707 954
826 791 77
662 195 672
455 321 425
413 479 65
222 188 70
539 317 81
497 395 757
721 349 232
378 127 604
733 190 898
126 701 186
387 372 282
144 377 927
824 290 908
746 758 74
428 791 932
391 737 574
210 21 331
328 558 352
816 93 541
794 143 952
539 667 634
65 536 544
176 6 403
442 273 778
354 386 694
468 75 516
497 690 658
335 443 98
501 379 64
551 770 656
699 179 365
641 183 720
665 418 775
358 148 577
45 199 205
674 180 395
505 228 623
786 171 488
485 167 226
353 388 514
616 319 717
372 386 820
615 757 984
303 181 189
759 822 468
256 602 176
609 495 823
507 630 341
523 825 93
780 758 403
91 54 673
412 802 127
612 689 56
644 330 220
555 190 347
124 526 628
784 645 42
12 668 813
686 93 475
546 284 744
570 749 713
820 381 137
795 298 943
25 2 400
713 683 21
598 743 924
721 621 480
587 45 791
549 571 624
706 700 934
694 357 459
402 576 708
549 478 472
519 491 139
317 540 241
778 184 251
594 211 513
120 355 616
215 531 987
574 683 364
98 706 465
60 284 596
58 751 83
760 561 516
825 354 267
754 577 967
412 729 35
268 695 84
688 13 761
302 191 124
706 617 205
7 526 843
36 262 598
79 163 169
205 676 377
111 295 48
290 108 371
687 714 985
160 643 566
402 672 526
373 54 584
31 822 617
281 75 357
44 778 460
591 493 400
600 347 306
654 137 847
20 350 760
742 504 213
697 45 170
437 161 297
527 300 75
718 107 159
702 372 395
550 325 491
151 166 585
691 475 401
313 293 389
777 133 649
670 141 529
327 26 854
530 668 2
176 105 230
41 267 612
189 191 237
706 574 959
703 550 186
59 36 986
741 237 238
553 568 147
683 331 844
175 775 930
24 157 939
701 374 765
338 297 42
493 424 895
16 242 413
546 420 148
307 316 396
282 674 615
128 708 958
186 361 224
467 403 775
469 134 420
145 11 29
8 282 286
460 434 798
360 119 76
531 293 699
461 494 991
613 78 446
733 404 10
256 231 731
778 431 265
422 207 281
83 476 359
249 292 966
826 611 609
669 829 27
141 80 687
809 659 843
174 561 847
249 427 670
661 555 460
592 192 333
750 310 37
739 19 698
686 208 585
224 792 277
641 436 904
441 104 214
552 427 706
793 350 136
11 770 824
535 15 632
512 227 231
200 808 906
718 440 242
629 531 785
111 418 833
15 796 770
282 469 105
820 677 215
385 163 937
503 734 129
507 223 990
433 778 622
94 41 646
614 72 360
94 704 175
814 215 59
520 828 223
581 534 793
29 33 74
477 379 905
64 179 69
791 443 81
614 289 65
397 458 744
180 328 609
262 464 253
37 365 960
22 127 60
234 511 789
238 276 69
580 549 490
822 360 784
452 576 716
805 740 548
504 123 382
726 459 343
795 648 110
31 223 757
188 744 240
789 401 223
362 378 484
495 316 517
670 735 892
340 213 316
184 669 326
37 326 190
481 484 344
100 426 797
698 545 492
423 212 604
252 529 315
488 786 415
181 349 154
658 733 915
584 710 618
428 469 833
460 386 733
606 154 699
481 144 359
657 302 659
458 220 824
601 444 609
200 234 714
142 695 158
533 479 207
370 6 270
733 689 569
479 332 196
269 196 624
111 388 893
426 138 869
674 153 826
487 20 555
585 456 823
186 762 27
274 444 409
544 487 584
708 99 742
357 610 787
789 467 905
803 821 114
485 295 907
654 245 877
674 10 74
172 531 569
378 548 736
653 789 733
301 132 494
129 568 182
583 184 106
563 32 897
232 241 696
451 233 216
761 487 961
466 633 408
159 231 676
466 508 894
79 1 789
727 74 322
684 486 502
365 434 120
595 517 584
272 10 947
323 160 956
221 744 633
98 727 757
632 800 143
57 599 660
822 121 717
718 793 144
653 352 166
499 428 113
724 282 278
52 525 842
818 129 711
43 566 496
20 627 154
390 147 938
258 611 141
791 273 468
211 80 900
506 737 897
394 393 631
380 516 967
286 643 849
826 523 458
669 481 537
380 347 928
312 231 207
217 301 822
226 298 217
534 190 792
703 587 602
167 260 92
532 187 936
745 86 663
238 355 952
629 588 200
277 129 693
111 805 952
222 767 889
763 141 121
740 192 354
301 322 500
31 729 857
310 354 868
642 339 973
403 467 667
799 599 181
387 162 687
620 554 273
353 707 46
445 191 362
479 755 164
417 674 398
457 633 130
685 499 274
204 614 126
730 792 864
770 302 719
113 343 428
349 154 458
336 659 34
23 793 588
627 443 930
347 699 84
581 365 271
698 70 382
699 317 964
716 673 690
410 740 942
218 473 924
312 469 618
280 96 105
172 107 481
802 165 911
677 756 118
218 583 986
567 223 367
380 305 237
240 163 76
437 216 467
367 176 614
130 754 268
671 720 74
105 639 439
260 388 247
27 381 301
496 558 381
290 738 326
358 378 250
502 147 459
668 643 609
254 410 871
684 496 289
363 483 85
52 409 821
637 54 769
264 477 63
495 18 969
398 829 364
665 682 287
314 461 119
96 544 185
338 69 406
477 417 718
479 148 975
548 467 274
551 369 256
459 629 690
666 178 788
477 189 548
201 661 737
673 776 972
183 266 547
121 59 660
137 644 427
112 507 562
803 657 878
78 396 663
305 78 732
551 308 564
823 213 925
311 60 311
55 671 594
307 663 46
18 603 920
776 527 198
247 445 332
544 304 800
50 339 464
479 45 655
203 79 282
76 58 846
757 175 441
151 47 918
351 562 960
478 209 329
591 756 576
106 315 267
546 279 486
149 753 224
255 315 87
617 6 331
631 216 348
502 429 675
239 427 175
23 310 358
198 125 154
760 606 430
319 164 251
520 225 50
376 101 981
338 806 808
416 391 707
186 490 3
250 804 58
27 406 599
34 352 154
823 265 106
441 724 135
739 362 709
68 428 602
78 637 834
808 332 529
634 558 62
650 651 237
697 270 101
40 732 618
341 387 186
190 405 471
231 688 484
249 95 809
647 745 570
208 577 534
381 466 847
159 562 958
297 700 545
361 568 428
85 276 908
50 749 707
596 272 218
230 323 434
781 730 130
766 450 690
751 51 82
83 119 220
411 783 965
146 497 672
616 755 874
307 297 667
196 410 940
332 269 292
229 722 698
160 411 643
639 60 589
177 474 385
261 376 182
608 725 972
420 74 169
491 767 552
622 729 16
208 343 944
67 354 165
167 603 900
690 169 632
711 625 814
739 240 376
170 552 370
28 331 187
263 737 815
794 325 299
75 534 14
239 616 859
658 505 41
507 342 512
388 468 562
206 84 465
390 506 228
331 65 568
791 597 917
755 198 673
570 274 280
596 578 121
464 374 807
718 14 626
257 260 560
233 150 169
39 696 343
181 499 281
581 652 283
122 406 169
405 655 332
803 752 185
106 134 227
716 262 40
430 715 63
204 12 449
781 107 239
24 667 230
731 264 865
107 367 594
370 755 736
610 473 428
802 651 309
792 17 792
238 292 851
148 791 348
142 739 331
163 347 88
52 411 740
739 779 838
801 577 68
640 766 487
703 650 432
275 547 960
50 217 725
34 248 1
576 26 995
267 300 122
662 530 395
545 828 389
592 823 420
676 355 761
179 600 517
631 598 4
761 289 236
142 604 889
1 284 449
535 817 694
85 454 898
84 351 938
696 83 908
498 276 152
813 566 352
484 445 703
311 574 737
776 565 217
150 721 494
231 451 150
336 600 84
590 257 591
306 649 726
340 462 94
711 358 383
199 216 304
416 540 190
31 38 226
556 51 73
783 779 380
93 481 699
684 469 229
64 405 19
3 337 586
252 595 76
51 338 991
761 824 947
549 727 31
345 203 347
741 714 733
98 450 836
422 494 590
480 101 750
95 723 27
125 192 642
427 305 582
560 362 160
827 143 488
435 88 188
614 442 826
446 39 917
482 468 161
39 620 964
771 550 352
352 488 475
48 346 662
357 200 294
7 710 604
328 764 534
38 293 821
396 688 419
324 499 80
545 670 401
530 590 712
453 35 873
692 492 431
618 780 706
136 800 925
505 138 328
470 709 886
143 217 910
645 296 182
669 403 256
308 483 720
305 716 804
608 774 903
737 593 97
624 35 775
724 138 15
605 671 547
289 515 175
177 77 579
502 236 192
43 108 533
650 584 76
257 608 78
510 351 574
754 306 782
681 207 744
547 651 191
571 117 577
185 642 712
212 367 156
216 108 304
241 300 275
310 289 114
366 49 953
284 52 526
399 102 870
87 613 836
465 493 413
590 319 593
526 244 390
637 56 707
217 311 873
84 738 481
354 65 160
576 378 215
778 4 111
575 446 512
526 118 786
715 198 721
725 70 217
75 63 18
735 118 828
495 487 109
737 294 893
331 124 219
541 806 830
353 825 515
640 149 117
764 600 177
25 613 191
11 31 560
249 772 842
514 10 128
302 87 153
244 644 746
301 229 683
546 194 523
56 820 772
496 605 220
354 654 348
776 17 985
768 662 986
669 339 421
478 651 13
738 95 435
409 417 466
59 122 75
506 407 242
642 727 184
311 282 659
751 522 407
590 239 244
150 105 625
7 413 573
36 752 28
444 211 410
764 359 792
535 703 671
233 388 947
574 581 418
332 435 617
422 669 18
4 702 837
94 262 920
205 499 278
673 284 733
693 223 311
435 240 158
266 679 259
56 604 657
327 704 356
239 757 991
740 587 178
708 321 791
781 22 89
365 335 48
340 204 145
804 269 857
543 737 622
520 753 948
446 798 617
484 56 507
44 560 693
826 757 257
152 697 816
435 826 343
825 369 419
181 251 328
433 214 184
459 386 632
479 706 943
796 36 800
511 620 468
133 309 891
122 38 695
614 108 590
495 162 38
355 156 617
352 136 148
553 132 692
743 751 96
139 517 787
142 502 869
806 381 939
765 511 458
140 423 6
578 821 763
480 129 334
154 571 831
583 43 152
353 384 792
766 162 928
650 194 767
782 565 9
516 706 707
176 205 720
43 559 596
279 806 535
251 617 939
287 388 399
324 786 353
551 18 394
665 260 87
55 686 569
612 622 555
733 472 726
360 300 509
103 177 310
598 500 547
242 266 361
46 708 638
453 149 815
131 312 941
182 472 411
629 587 454
872 1921
598 291 392
495 365 80
72 845 210
849 224 607
830 391 510
558 810 385
409 386 340
488 641 221
788 423 299
100 553 203
536 609 636
502 410 133
173 529 527
398 442 391
219 660 105
109 212 486
335 861 212
244 369 558
223 734 987
341 706 804
297 435 467
637 501 298
49 801 824
484 517 982
63 183 892
800 7 841
589 64 765
465 77 388
862 285 102
334 14 166
136 830 546
846 180 225
207 75 42
77 857 870
499 376 166
423 303 917
170 52 915
230 757 135
568 685 528
119 186 80
343 568 764
152 361 62
169 301 16
151 320 407
646 7 60
758 148 270
843 359 215
790 514 422
247 388 885
630 313 582
45 505 496
509 569 559
522 138 421
193 163 533
834 313 159
203 161 253
799 594 603
122 542 579
620 27 319
832 163 767
172 796 832
161 314 20
261 399 50
28 117 142
834 678 95
91 846 832
511 525 995
497 817 28
132 550 843
844 156 366
200 488 447
698 377 232
268 271 86
802 833 693
115 260 982
726 351 145
293 30 711
631 319 332
839 587 225
345 251 352
8 655 235
792 610 112
767 851 421
22 236 278
601 846 668
464 214 979
163 420 901
52 761 323
334 131 814
123 865 499
73 807 814
108 87 21
696 110 351
135 670 936
782 56 941
144 217 977
400 452 306
349 861 649
35 553 995
849 481 155
393 206 27
252 716 718
827 490 989
86 316 611
263 790 369
254 569 810
733 36 943
559 778 157
282 90 99
437 57 18
141 50 650
375 388 757
629 394 430
248 371 149
728 867 87
652 311 309
821 65 448
308 164 125
595 442 637
132 506 595
533 786 162
382 387 766
168 129 108
186 636 88
113 836 561
456 439 769
464 539 147
181 412 564
691 632 555
376 779 864
309 731 934
398 502 52
672 533 904
841 125 306
696 725 880
829 552 751
545 347 778
746 259 281
434 194 695
793 616 861
120 833 60
522 309 451
778 208 829
66 358 730
580 612 196
76 205 445
768 433 508
563 396 270
14 214 530
679 733 441
29 325 249
255 555 634
342 149 65
746 720 385
406 701 388
30 761 234
851 647 974
863 192 961
615 645 829
761 135 930
521 388 942
139 447 995
166 150 219
249 192 421
304 662 461
439 551 175
334 141 155
359 504 830
181 210 898
800 754 509
348 746 631
782 232 16
89 245 261
291 106 950
481 182 703
105 452 140
63 501 535
359 86 775
808 411 536
322 304 629
9 351 334
632 312 836
645 806 63
592 648 452
384 353 413
265 441 709
150 838 872
383 553 225
862 329 869
664 101 576
781 600 724
410 366 390
483 625 152
310 831 471
787 737 57
417 614 273
310 368 283
136 700 885
423 43 118
58 606 806
454 868 386
473 801 552
486 738 480
277 549 138
215 246 328
364 557 185
360 868 851
834 61 261
548 146 782
506 675 190
491 789 692
764 40 977
76 39 553
44 3 849
5 395 930
592 110 619
306 650 511
503 616 475
528 265 756
663 356 595
60 223 343
264 106 184
456 816 943
262 115 640
474 12 521
789 808 367
449 217 424
377 55 208
151 403 972
41 60 117
105 733 858
477 611 607
737 197 326
11 654 655
551 705 234
542 724 711
796 128 302
769 445 233
268 125 755
123 604 149
195 356 919
637 409 797
841 449 426
805 153 288
152 439 835
200 583 452
261 323 779
775 441 997
177 309 115
840 686 43
472 136 618
336 435 46
313 259 132
26 764 43
63 671 455
548 660 76
870 770 170
232 740 824
554 419 202
826 506 810
559 814 231
695 435 719
3 190 281
367 513 806
704 202 30
88 827 917
534 392 56
691 3 273
542 324 107
50 571 82
557 752 70
761 199 810
604 735 888
552 365 356
75 523 961
154 186 695
516 690 980
765 35 227
316 732 418
131 455 539
191 593 591
213 502 417
179 340 326
412 810 684
244 225 603
769 383 825
6 517 703
797 179 589
625 786 197
44 239 278
284 18 168
257 75 259
606 404 676
245 700 707
459 569 513
141 15 693
862 777 453
870 134 150
468 352 487
708 243 646
197 860 57
771 23 475
637 449 566
680 1 272
502 182 253
198 397 687
639 260 573
425 272 717
772 403 918
588 589 247
248 692 717
594 286 22
624 222 562
676 547 752
506 323 889
660 440 816
472 739 30
699 166 47
595 238 670
424 331 246
276 838 987
157 50 834
261 839 793
662 302 590
686 331 204
862 197 461
208 165 652
270 88 17
634 363 467
215 787 943
761 317 961
569 290 237
545 375 837
516 334 733
643 194 694
872 692 294
234 759 34
440 582 565
410 619 523
504 856 980
281 596 766
5 281 86
15 409 684
608 294 936
732 315 239
177 319 371
20 18 374
29 497 583
744 67 685
548 688 553
36 502 355
826 422 136
212 140 25
521 663 341
63 323 361
212 134 885
840 319 95
229 419 507
619 803 375
258 217 115
306 3 96
871 764 201
181 568 465
392 1 621
365 360 637
385 195 754
624 826 354
751 482 424
870 460 509
824 268 375
170 544 628
737 142 939
597 18 429
503 120 919
519 288 116
394 224 515
521 27 227
650 314 496
74 469 816
583 603 548
14 210 629
771 703 637
767 187 471
284 14 905
512 129 402
750 620 483
123 195 838
275 846 350
72 809 450
601 1 189
870 701 77
478 751 382
532 2 316
812 209 694
391 296 5
650 336 979
624 306 850
218 794 393
563 714 672
473 314 665
157 633 723
765 558 363
80 581 133
161 671 365
743 516 213
421 541 73
471 147 947
857 294 897
244 41 870
254 428 539
543 8 215
197 486 933
857 87 290
217 512 649
16 496 145
273 62 883
110 354 926
745 754 540
532 846 803
95 685 849
84 628 950
420 5 224
487 494 597
534 415 663
35 475 769
116 439 233
559 388 508
515 716 22
427 588 213
181 551 947
206 612 756
50 347 844
65 264 313
802 232 598
175 74 695
749 436 159
796 33 215
341 736 48
801 432 518
350 165 37
287 225 466
540 286 521
703 58 211
616 433 363
709 520 430
614 422 156
104 524 310
779 703 908
276 229 398
98 160 286
36 542 675
416 501 637
422 764 938
685 526 201
126 40 489
392 227 21
689 54 569
664 179 717
70 628 571
685 442 649
59 741 133
109 420 432
428 399 426
212 750 966
426 357 38
143 456 519
498 536 839
425 381 180
852 262 817
81 478 876
588 765 287
36 861 231
546 48 868
675 409 689
711 762 870
223 234 173
51 687 71
442 3 101
280 135 160
484 565 112
145 720 326
780 684 661
53 415 607
636 450 969
447 722 360
99 376 763
858 405 239
676 302 702
616 612 486
531 836 309
740 331 776
533 511 812
480 81 376
673 174 599
90 43 45
350 857 293
96 586 725
21 203 841
10 542 55
834 175 958
337 780 551
838 120 716
592 579 102
618 399 542
172 720 223
550 676 30
343 404 688
598 192 859
796 629 248
456 657 563
550 80 712
264 863 179
551 116 387
446 810 270
61 82 652
631 540 220
381 134 580
639 617 694
109 402 904
644 375 528
815 869 703
441 172 239
452 693 340
424 447 68
595 848 311
520 773 970
678 99 825
313 506 279
796 811 643
688 685 981
807 448 104
759 101 446
674 843 762
473 13 215
111 322 368
167 798 272
851 383 270
29 748 616
563 239 389
170 83 59
551 535 420
247 362 375
781 404 201
375 695 219
842 652 800
122 868 582
200 657 437
355 20 158
585 406 789
28 604 610
300 425 182
859 619 673
19 502 449
533 474 307
199 569 389
191 252 565
817 295 453
543 557 884
151 77 429
475 676 99
707 50 836
736 632 641
444 105 384
32 749 951
156 445 245
305 681 190
736 38 902
